annual_income,funded_amount,loan_success,term_months
45000.0,9600,1,36
48000.0,19175,1,36
84000.0,19500,1,36
50000.0,4900,1,36
34121.0,11325,1,36
40000.0,12000,1,36
69000.0,12000,1,36
74900.0,18000,1,60
103000.0,5000,1,36
45000.0,13475,1,36
85000.0,30000,0,60
115000.0,10000,1,36
84996.0,4000,1,36
84500.0,20000,1,36
75000.0,15000,1,36
8400.0,2000,1,36
80000.0,12000,1,36
42500.0,15000,1,36
45760.0,12700,1,36
45000.0,20125,0,36
42558.0,16975,0,60
45308.0,13500,1,60
45000.0,10000,1,36
48205.2,14000,0,36
74000.0,4200,1,36
65000.0,8000,1,60
95000.0,10000,1,36
30000.0,10000,1,36
75000.0,5000,1,36
70000.0,12000,1,36
86244.0,8000,1,36
50000.0,8750,1,36
60000.0,13150,1,36
92000.0,17325,1,36
60000.0,15000,0,60
39000.0,7950,0,36
50000.0,3200,1,36
134000.0,14825,1,36
35000.0,4250,1,36
100000.0,17000,1,36
81000.0,9325,1,36
24000.0,2400,1,36
45000.0,6000,1,36
70000.0,12000,1,60
76000.0,10000,1,36
121000.0,16000,1,36
135000.0,24000,1,60
70356.0,6000,1,36
50000.0,10000,1,36
30000.0,10775,1,60
74400.0,11900,1,36
142000.0,22050,1,36
48500.0,11000,1,36
100000.0,5725,0,36
75000.0,8000,1,36
50000.0,11875,1,36
14500.0,5750,0,36
43000.0,2650,1,36
48000.0,18000,0,60
178548.0,10000,1,60
80000.0,10000,1,36
120000.0,14000,1,36
50000.0,7700,1,36
45000.0,14500,1,36
35000.0,15400,1,36
50000.0,22000,1,36
102000.0,35000,1,60
67200.0,5000,1,36
100000.0,3000,1,36
58000.0,23800,1,60
100000.0,35000,1,36
66000.0,12475,1,36
60000.0,15900,1,60
68000.0,20000,1,60
185000.0,21000,1,36
68134.0,6000,1,36
25000.0,8000,1,36
110000.0,35000,0,60
65000.0,12500,1,36
33600.0,4800,1,36
69000.0,2500,1,36
152000.0,8500,1,36
76992.0,5000,1,36
96000.0,15000,1,36
65000.0,7000,1,36
91000.0,30000,1,60
70000.0,15000,1,36
80000.0,22000,1,36
63000.0,19900,1,60
180000.0,15000,1,36
43000.0,17200,1,36
47000.0,16425,1,36
70000.0,12000,1,36
186462.0,20000,0,36
70000.0,8000,1,36
55000.0,19750,0,60
90000.0,15000,1,36
77000.0,16425,1,36
62000.0,16800,1,36
135000.0,30000,1,36
55000.0,6000,1,36
47000.0,14100,0,60
75000.0,5000,1,36
95000.0,6900,1,36
58000.0,4000,1,36
90000.0,12000,1,36
26000.0,8725,1,36
48000.0,4000,1,36
50000.0,4625,1,36
100000.0,10000,1,36
55000.0,5000,1,36
60000.0,20000,1,36
28000.0,9450,1,36
108000.0,13000,1,36
77000.0,17375,1,36
36000.0,10000,0,36
185000.0,35000,0,60
90000.0,12000,1,60
40000.0,12300,1,36
72000.0,20000,0,36
69000.0,3275,1,36
49205.0,4200,0,60
51380.0,9300,0,36
39000.0,9000,1,36
67500.0,10000,1,36
80000.0,15000,1,36
39500.0,17775,0,60
55135.0,16400,0,60
32000.0,7200,1,36
64000.0,7000,0,36
64490.0,6500,1,36
24000.0,6000,1,36
32000.0,6950,1,36
51268.5,8000,1,36
80000.0,14000,1,36
100000.0,3200,1,36
53000.0,6500,1,36
80000.0,12000,1,36
59000.0,25850,0,60
82000.0,12000,1,36
85000.0,14675,1,36
24000.0,5000,1,36
83000.0,12000,1,60
52000.0,20800,1,60
113000.0,6000,1,36
180000.0,21000,1,36
90000.0,35000,1,60
36000.0,10000,1,36
68000.0,15000,1,36
65000.0,10000,1,36
35256.0,3000,1,36
120000.0,18000,1,36
63000.0,7000,0,36
240000.0,28500,1,36
165000.0,25000,0,36
86004.0,16000,1,36
80000.0,11800,1,36
113000.0,32100,1,36
60000.0,12000,1,36
34000.0,7000,1,36
77000.0,8000,1,36
60000.0,5000,1,36
54000.0,4500,1,36
77065.0,23700,1,36
25000.0,8325,1,36
52500.0,15000,0,60
64000.0,8000,1,36
24000.0,1600,1,36
80200.0,18400,1,36
120000.0,6000,1,36
90000.0,10000,1,60
50000.0,10800,0,36
60782.0,19000,1,60
77250.0,16000,1,36
56000.0,12000,1,36
73000.0,13600,1,36
85000.0,11175,0,60
46037.55,20425,0,60
65000.0,9600,1,36
120000.0,21000,1,36
120000.0,19200,1,60
60000.0,10000,1,36
42769.0,1500,1,36
65000.0,24000,1,36
104000.0,35000,0,36
32000.0,10625,0,60
25000.0,8250,1,36
60000.0,35000,0,60
24000.0,2400,1,36
156000.0,9600,1,36
80000.0,5000,1,36
63000.0,22600,0,60
128000.0,10800,1,36
66000.0,20000,1,36
120000.0,25000,0,60
10650.0,3000,1,36
62400.0,27975,0,60
33600.0,1500,1,36
32160.0,4000,1,36
53812.0,20000,1,36
50000.0,20500,1,36
50000.0,8000,0,36
96636.0,30000,1,36
68300.0,10900,1,36
90000.0,5500,1,36
78000.0,4725,0,36
53000.0,23675,1,60
44000.0,4000,1,36
165000.0,14500,1,36
75000.0,20050,1,36
90000.0,10000,1,36
60000.0,14000,1,60
70000.0,18150,1,36
104000.0,22000,1,36
70000.0,11725,1,36
52500.0,8000,1,36
25000.0,7000,1,36
16176.0,2850,1,60
92000.0,8000,1,36
100000.0,7200,1,36
75000.0,15000,1,36
52000.0,5000,1,36
110000.0,25975,0,60
123000.0,12275,1,36
89000.0,20000,1,60
150000.0,7000,1,36
44500.0,12000,1,60
98000.0,16800,1,60
30000.0,9950,0,60
48960.0,4800,0,60
45000.0,3500,0,36
50000.0,18825,0,60
24300.0,6000,1,36
38000.0,1000,1,60
128000.0,21000,1,60
125000.0,20000,1,36
75000.0,20475,0,36
50470.0,12000,1,36
101100.0,26925,1,60
61000.0,15000,1,36
64000.0,12000,1,36
40000.0,5000,1,36
29000.0,8000,1,36
101000.0,17000,1,36
104000.0,15900,1,36
36000.0,2000,1,36
78000.0,20000,1,36
93000.0,12000,1,36
220000.0,14000,1,36
61000.0,12000,1,36
28855.0,9775,1,36
43000.0,8000,1,36
87838.0,11000,1,36
36000.0,10000,0,36
52000.0,12000,0,60
35000.0,5000,1,36
100000.0,19800,1,60
91000.0,10000,1,36
35000.0,12225,0,36
120000.0,12000,0,60
61011.0,20475,0,36
45000.0,9525,0,36
20000.0,1200,1,36
201000.0,14000,1,36
58000.0,4000,1,36
90000.0,8000,0,36
220000.0,6400,1,36
84500.0,22000,0,36
75000.0,17000,1,36
110000.0,12000,1,36
56000.0,17575,1,36
36000.0,2100,1,36
57575.0,20000,1,60
83200.0,9000,1,36
52128.0,7925,1,36
90000.0,16000,1,60
45000.0,5000,1,36
60000.0,10000,1,60
25000.0,10475,0,60
40000.0,9725,1,36
56000.0,4200,0,36
65000.0,16000,1,36
75000.0,24000,0,60
24000.0,2400,1,36
60000.0,5100,1,36
30000.0,6500,1,36
55000.0,18000,1,60
44000.0,7000,1,36
50000.0,9000,1,36
48300.0,14000,1,36
32000.0,10000,1,36
46600.0,20000,0,60
200000.0,25000,1,36
90000.0,20000,1,36
65000.0,10000,0,36
30000.0,6000,1,36
65000.0,17500,0,36
70000.0,10000,0,36
40000.0,1000,1,36
83200.0,14400,1,60
108500.0,21000,1,36
140000.0,15000,1,60
52000.0,15000,1,60
71000.0,18000,1,60
50800.0,16000,1,36
123000.0,14000,1,36
115000.0,28000,1,36
75000.0,25000,1,36
66500.0,17500,0,36
87500.0,25000,1,36
27600.0,5000,1,36
86000.0,12000,1,36
60100.0,15000,1,36
58000.0,18000,1,36
60000.0,6000,1,36
48000.0,21000,1,36
68000.0,10000,1,60
41184.0,15000,0,36
54900.0,2200,1,36
32000.0,11175,1,36
55000.0,2400,1,36
60000.0,10550,1,36
52500.0,11000,1,60
75000.0,20000,1,36
45000.0,13500,1,36
59000.0,11475,1,36
75000.0,16000,1,60
102000.0,30000,1,60
33000.0,11425,1,36
50000.0,15000,1,36
53000.0,10000,1,36
78000.0,3500,1,36
50000.0,10500,1,36
87002.0,12000,1,36
75000.0,24000,1,36
28000.0,7200,1,36
75000.0,20000,1,36
84200.0,2000,1,60
90000.0,6000,1,36
72000.0,18000,1,36
80000.0,20000,1,36
64000.0,10000,1,36
65000.0,8750,1,36
22000.0,6075,1,36
80000.0,5600,0,36
71000.0,10000,1,36
88000.0,7000,1,36
50000.0,4500,1,36
52000.0,6000,1,36
55500.0,15500,0,36
94000.0,12000,1,36
66000.0,22800,0,60
145000.0,17475,1,36
160000.0,35000,1,36
45000.0,14975,1,36
110000.0,33825,1,36
45000.0,11500,0,36
39000.0,16325,1,36
104000.0,25000,0,60
120000.0,12000,1,36
92000.0,12500,1,36
85000.0,16950,1,36
60000.0,10000,1,36
37500.0,7200,0,36
62000.0,5000,1,36
79000.0,18000,1,60
75000.0,20000,1,60
50000.0,22000,1,60
135000.0,30800,1,36
60000.0,7200,1,36
121000.0,30000,1,60
80000.0,8875,1,36
140000.0,35000,0,60
82000.0,9600,1,36
80000.0,18000,1,36
90000.0,30750,0,60
90996.0,8400,1,36
55980.0,4800,0,36
34000.0,7200,1,36
87000.0,10400,1,60
90000.0,10000,1,36
70000.0,19000,1,36
70000.0,6000,1,36
60000.0,22050,1,60
62000.0,7800,1,36
15600.0,4500,1,36
125000.0,24000,1,36
93114.0,22675,0,36
9600.0,1500,1,36
89000.0,6750,1,36
75000.0,5000,1,60
43949.0,3000,1,36
67000.0,14500,1,36
52000.0,3825,1,36
35000.0,6000,0,36
50000.0,17000,1,36
81000.0,14400,1,36
38000.0,15000,0,36
55000.0,12000,1,36
37000.0,10525,0,36
60000.0,20000,0,36
35000.0,10000,1,36
22000.0,8000,0,36
95000.0,15000,1,36
38400.0,6000,1,36
28000.0,10000,1,36
72000.0,14000,1,36
45000.0,5500,1,36
62000.0,25975,1,60
66000.0,5000,0,36
66641.0,13000,0,60
50000.0,16750,1,36
19200.0,5500,0,36
30000.0,7000,1,36
32000.0,10000,1,36
128500.0,15000,1,36
120000.0,35000,0,60
135000.0,7200,1,36
39996.0,10800,0,36
46000.0,20000,1,60
66500.0,8750,1,36
63000.0,16000,0,60
73000.0,12600,1,36
170000.0,25000,1,36
27248.0,6000,1,36
100000.0,20000,1,36
55000.0,6500,1,36
74000.0,25000,1,36
50000.0,3500,1,36
63000.0,10650,1,60
55728.0,13000,1,36
94000.0,5000,1,36
75000.0,18000,1,36
38264.0,12275,1,36
242000.0,35000,0,60
17800.0,3200,1,36
90000.0,8000,1,36
18000.0,1500,1,36
95000.0,13600,0,60
152000.0,25000,1,36
42000.0,15000,0,36
96000.0,14000,1,36
66000.0,22125,1,36
23000.0,6700,0,36
133000.0,20000,1,36
79000.0,17000,1,60
96000.0,7000,1,36
64000.0,10000,1,36
140000.0,9000,1,36
50000.0,4050,1,36
82000.0,20000,1,36
49000.0,14250,0,36
48000.0,8000,1,36
107000.0,5600,0,60
24864.0,9875,0,36
110299.0,26550,1,60
45000.0,6500,0,36
53000.0,21125,0,60
63000.0,10000,1,36
40000.0,8500,1,36
100000.0,9600,1,36
48000.0,12800,1,36
106000.0,12000,1,36
45000.0,10000,1,36
31000.0,10750,0,36
38000.0,5075,0,36
100000.0,3150,1,36
29000.0,4200,1,36
80600.0,28000,1,60
77900.0,6000,1,36
72000.0,7800,1,36
70522.26,9325,1,36
50000.0,8500,0,36
57500.0,11000,1,60
109000.0,15250,1,36
85000.0,2000,1,36
50518.0,11000,1,36
71500.0,15000,1,36
43477.0,16450,1,36
30000.0,15000,1,60
105000.0,20000,1,36
48000.0,8500,1,36
75000.0,20000,1,36
74098.0,33325,1,60
95000.0,9000,1,36
67500.0,12000,1,36
74000.0,8800,1,36
42012.0,8000,1,36
55000.0,13000,1,36
86000.0,15000,0,36
52000.0,13650,1,36
120000.0,12025,1,36
120000.0,7000,1,36
47000.0,12000,1,36
165000.0,28000,0,36
60000.0,16000,1,60
144000.0,22750,0,60
102306.0,24000,1,60
41000.0,1500,1,36
90000.0,24000,1,36
75090.0,28000,0,60
120000.0,20000,1,60
30000.0,10075,1,36
85000.0,12000,1,36
50000.0,8000,1,36
46000.0,8000,1,36
40000.0,15975,1,36
31200.0,15000,1,36
42504.0,6300,1,36
800000.0,20000,0,36
60000.0,15925,0,60
88000.0,8000,1,36
53000.0,8000,1,36
125000.0,16000,1,36
200000.0,21000,1,36
28000.0,8000,1,36
84000.0,14500,1,60
46000.0,10000,1,36
100000.0,35000,0,36
140000.0,20000,1,36
109000.0,25000,1,36
60000.0,20800,1,36
55000.0,24000,1,36
30000.0,13100,0,36
55000.0,2000,1,36
96900.0,8000,1,36
55000.0,4400,1,36
62000.0,15000,1,36
60000.0,12000,1,36
71000.0,24700,1,36
88000.0,24000,1,36
150000.0,24000,1,36
188000.0,35000,0,60
132500.0,24000,1,60
35000.0,6000,1,36
36000.0,2600,1,36
64400.0,12000,1,60
38000.0,11500,1,60
44500.0,6000,1,36
30600.0,6500,1,36
60000.0,15000,1,36
41600.0,15000,1,36
85000.0,35000,1,60
80000.0,25000,1,60
60000.0,10000,1,36
45000.0,16000,1,36
66000.0,27000,0,60
35000.0,7000,1,36
52000.0,14250,0,36
52000.0,12450,1,36
70000.0,14000,0,36
110000.0,30000,1,36
118000.0,16125,0,36
44000.0,10000,0,36
60000.0,7000,1,36
65000.0,21500,0,36
60000.0,20000,1,36
85000.0,20000,1,36
44000.0,3000,0,36
108000.0,18600,1,36
30000.0,2400,0,36
85000.0,10000,1,36
25000.0,2775,0,36
30000.0,5000,0,36
33000.0,4800,1,36
40120.0,10400,1,36
75000.0,16000,1,36
95000.0,9450,1,36
150000.0,2000,1,36
36000.0,1200,1,36
80000.0,13200,1,60
84000.0,12000,0,36
75000.0,25000,1,60
60000.0,11100,1,60
80000.0,20000,1,36
34000.0,12000,1,36
69996.0,3500,1,36
65000.0,18000,1,60
75016.0,6000,1,36
45000.0,18000,0,60
30000.0,4975,1,36
65000.0,11200,1,36
106000.0,9975,1,36
61000.0,13200,1,36
75000.0,6600,1,36
75000.0,4000,0,36
28000.0,4475,1,36
95000.0,12000,1,36
42000.0,18250,1,60
85000.0,10000,1,36
75000.0,9000,1,36
63000.0,27000,0,60
49633.0,9000,1,36
25200.0,4000,1,36
30000.0,6000,1,36
38300.0,16000,1,60
79820.0,20000,1,60
45000.0,10000,0,36
43000.0,21425,1,36
70000.0,10000,1,36
85000.0,11325,1,36
29822.0,10000,0,36
69000.0,9450,1,36
53000.0,23675,0,60
42000.0,14000,1,36
64500.0,16300,1,60
80000.0,28000,0,60
85000.0,17500,0,60
26400.0,3250,0,36
107000.0,21000,1,36
150000.0,33000,1,60
62000.0,27050,0,36
34000.0,10625,0,60
52000.0,11000,1,36
48000.0,20000,0,36
49500.0,19425,0,36
83425.0,21000,1,36
86000.0,14000,1,36
96000.0,25000,0,36
65000.0,16750,1,60
30000.0,3000,1,36
60000.0,8000,1,36
26000.0,2400,1,36
35000.0,7900,1,36
70000.0,10000,1,36
76000.0,3600,1,36
55000.0,20000,1,36
51000.0,12000,1,36
75000.0,20000,1,36
30000.0,9000,1,36
128000.0,27000,1,60
50000.0,10725,0,60
78000.0,3000,1,36
60000.0,12000,1,36
29962.0,8000,1,36
36000.0,9600,1,36
56000.0,10000,1,36
75000.0,6000,1,36
41300.0,10000,1,36
35651.0,14225,1,60
120000.0,26925,0,60
138000.0,35000,1,36
44364.0,9000,1,36
45000.0,10000,1,36
56000.0,10000,1,36
90000.0,6800,1,36
44000.0,10000,1,36
112000.0,20000,1,36
51000.0,8500,1,36
39000.0,7500,1,36
56732.0,19950,1,60
60000.0,26500,0,60
60000.0,8650,1,60
110000.0,22000,1,36
41000.0,15000,0,36
69862.0,26400,1,60
65000.0,3300,1,36
44500.0,8000,1,36
132000.0,35000,0,36
45000.0,5000,1,36
100000.0,20000,1,36
50000.0,10000,1,36
65000.0,8000,0,36
45000.0,15250,1,36
70000.0,2400,1,36
135000.0,30000,1,36
39846.0,15000,0,36
150000.0,20000,1,36
45000.0,18200,1,36
72000.0,4800,1,36
36000.0,14000,0,36
60000.0,20000,1,36
42000.0,16450,1,36
55000.0,8000,1,36
44000.0,19750,0,60
46000.0,9500,1,36
55000.0,15000,1,36
45000.0,5000,1,36
87000.0,28000,1,60
60000.0,8000,1,36
69000.0,15400,1,36
35000.0,12000,0,36
92000.0,15000,1,36
42000.0,12000,1,60
68000.0,17000,1,36
70000.0,3000,1,36
51816.0,10000,1,36
85000.0,10000,1,36
60000.0,3100,1,36
52000.0,12000,1,36
40000.0,12000,1,36
48000.0,8000,1,36
105600.0,28000,1,36
118000.0,12000,1,36
87000.0,6000,1,36
30000.0,3600,1,36
67500.0,12000,1,36
97400.0,16000,0,60
50000.0,18000,1,36
60000.0,10000,1,36
120000.0,9550,1,36
65000.0,11350,1,36
48260.0,24000,1,36
165000.0,20000,1,36
54996.0,6000,1,60
44100.0,8000,1,60
41600.0,1500,1,36
77904.0,35000,1,60
55000.0,10000,0,36
50000.0,22000,1,60
50000.0,14400,0,36
49000.0,9000,1,36
42000.0,9250,1,36
70000.0,15000,1,60
55008.0,12000,1,36
110000.0,18000,1,36
85000.0,22000,1,60
68000.0,2800,1,36
90000.0,12000,1,36
32500.0,14600,1,36
101000.0,35000,0,36
40000.0,8000,1,36
28800.0,3250,1,36
22880.0,6850,0,36
83320.0,20000,0,60
51000.0,20000,1,36
38400.0,7500,0,36
70000.0,3000,1,36
127000.0,19175,1,60
98000.0,28000,0,36
25000.0,10975,0,60
78708.0,24000,1,36
62000.0,9000,1,36
120000.0,7500,1,36
66000.0,3000,1,36
153000.0,32000,1,36
70000.0,17000,1,36
23000.0,4000,1,36
36500.0,3000,1,36
61310.0,4500,1,36
165000.0,28000,1,60
90000.0,35000,1,60
44000.0,12000,0,36
38000.0,7275,1,36
35400.0,8800,1,60
95000.0,8400,1,36
50000.0,19575,1,36
45000.0,2000,1,60
72000.0,10000,1,36
50000.0,8075,0,36
40000.0,19750,0,60
36000.0,8000,1,36
95000.0,7000,1,36
150000.0,24000,1,60
65000.0,20000,1,36
41000.0,10750,1,36
90800.0,10000,1,36
55000.0,15000,1,36
83000.0,5000,1,36
46000.0,10000,0,36
65000.0,20725,0,60
61000.0,8725,1,36
110000.0,25875,1,60
85000.0,30000,0,60
45000.0,19075,1,36
101000.0,35000,1,36
63000.0,1800,1,36
56600.0,7000,1,36
43000.0,7500,0,36
54000.0,9000,1,36
52000.0,6000,1,36
57000.0,7200,1,36
44000.0,17475,0,60
120000.0,30000,1,36
91154.0,10000,1,36
53500.0,18400,1,36
12000.0,8125,1,36
59000.0,16975,1,60
80000.0,8000,1,36
81000.0,18000,0,36
60000.0,12000,0,36
34000.0,10000,0,36
227500.0,25000,1,36
72000.0,31825,1,60
90000.0,7000,1,36
40000.0,12600,0,36
43000.0,14000,0,60
95000.0,21300,1,36
43000.0,11200,1,60
102000.0,10000,1,36
31200.0,1200,1,36
77000.0,18000,1,60
100000.0,11200,1,36
79000.0,12000,1,36
70000.0,15600,1,36
110196.0,3900,1,36
94000.0,13000,1,36
65000.0,14400,1,36
50000.0,3300,1,36
36500.0,7000,0,36
45000.0,12000,1,36
88200.0,3000,1,36
15000.0,3475,1,36
60000.0,15000,1,36
25200.0,8200,1,36
60000.0,11000,1,60
78000.0,17400,1,36
38000.0,17050,1,60
125000.0,20000,1,36
83000.0,15200,1,36
160000.0,6000,1,36
95000.0,21600,1,60
86000.0,6725,0,36
87000.0,18000,1,60
76000.0,16600,1,36
42000.0,12000,1,36
18720.0,2000,1,36
45045.0,6400,1,36
98000.0,15250,1,60
60000.0,9600,1,36
92500.0,28000,1,36
80000.0,7000,1,36
110000.0,8000,1,36
135000.0,30000,1,36
55000.0,3000,1,36
110000.0,18000,1,36
58000.0,6000,1,36
62856.04,16975,1,36
48169.06,7300,1,36
102500.0,5000,1,36
50000.0,15000,1,60
36600.0,10000,1,36
35000.0,12175,1,36
98000.0,32350,0,60
43000.0,5525,1,36
68000.0,10000,1,36
50000.0,12500,1,36
90000.0,9300,1,36
70000.0,8800,0,36
30160.0,12250,0,60
215000.0,30000,1,36
83400.0,28000,1,60
46500.0,16350,1,36
51000.0,10000,1,36
136000.0,18000,1,60
150000.0,35000,1,36
38112.0,6800,1,36
35064.0,8000,1,36
132000.0,5000,1,36
70000.0,11500,1,36
62000.0,10000,1,36
39996.0,6000,1,36
77000.0,14400,0,36
32996.0,2500,1,36
74022.0,16000,1,60
100000.0,17575,1,60
70000.0,2550,1,36
60000.0,12375,1,36
86000.0,10000,1,36
51227.0,7000,1,36
71000.0,16500,1,36
28960.0,11500,1,60
22000.0,13000,1,36
50000.0,4800,1,36
39000.0,6000,1,36
39500.0,10000,1,36
65000.0,14000,1,36
125000.0,16000,1,36
125000.0,25000,1,36
60500.0,16800,1,60
40000.0,18000,0,60
117478.4,30000,1,60
120000.0,28000,0,36
91000.0,5600,1,36
36000.0,13250,0,36
30000.0,7125,0,36
75000.0,15000,0,36
49750.0,10000,1,36
65000.0,11025,1,36
94000.0,12500,1,36
47000.0,10000,1,36
38000.0,16425,1,36
180000.0,28000,1,36
125000.0,12000,1,60
45000.0,6000,1,36
84000.0,16000,1,36
70000.0,15000,1,36
39000.0,12000,0,60
49200.0,4000,1,36
37000.0,6400,0,36
65000.0,14250,0,36
50000.0,7000,1,36
44000.0,18000,0,60
45000.0,13600,1,36
85000.0,2500,1,36
57000.0,17275,1,36
64000.0,6000,1,36
67000.0,5600,1,36
28800.0,5000,1,36
75000.0,20000,1,36
40000.0,17325,1,36
72000.0,12000,1,36
103020.0,10000,1,36
200000.0,30000,0,36
75000.0,12000,1,36
105000.0,33825,1,36
62000.0,6500,1,36
55000.0,9200,1,36
65000.0,15000,1,36
80000.0,15000,1,36
61000.0,20000,1,36
84000.0,13000,1,36
100000.0,19000,1,36
78000.0,11725,1,36
100000.0,35000,0,60
51187.0,10375,1,36
51500.0,15000,1,36
32500.0,5000,1,36
65000.0,19200,0,60
38376.0,1000,1,36
45000.0,4000,1,36
48000.0,23850,0,60
45000.0,6000,1,36
34278.4,6000,0,36
124000.0,15000,1,36
48000.0,3600,1,36
56500.0,22000,1,36
40000.0,10000,1,36
46900.0,20000,0,60
140000.0,11100,1,36
42000.0,7200,0,36
125000.0,14000,1,60
41000.0,9000,0,36
47500.0,5000,1,36
40000.0,10000,1,36
90000.0,21000,1,36
31200.0,2500,1,36
69000.0,10000,1,36
100000.0,12000,1,36
40000.0,12900,1,36
52000.0,2000,1,36
27806.0,8500,1,36
86000.0,7000,1,36
65000.0,9225,1,36
85000.0,6000,0,36
75000.0,23275,0,60
42000.0,2000,1,36
60000.0,7000,1,36
56000.0,7000,1,36
65000.0,3000,1,36
52000.0,12000,1,36
45000.0,7000,1,36
62100.0,10500,1,36
44000.0,2000,1,60
90000.0,4000,1,36
39456.0,14000,1,36
35000.0,8000,1,36
130000.0,10800,1,36
60000.0,10000,1,36
42000.0,4000,1,36
25000.0,7200,0,36
135000.0,12000,1,36
50000.0,8875,1,36
140000.0,30000,1,60
25000.0,12375,1,36
68000.0,8000,1,36
77000.0,5400,1,36
56000.0,8500,1,36
72000.0,3700,1,36
40000.0,13000,0,60
75000.0,7500,1,36
169800.0,35000,1,60
70000.0,32000,1,36
55784.0,18500,1,36
100000.0,10000,1,60
27000.0,9450,1,36
50000.0,13500,1,36
109000.0,9600,1,36
98024.0,20000,1,36
27568.0,3500,0,36
42000.0,16000,1,36
43000.0,15450,1,36
45760.0,8325,1,36
71616.0,21000,1,60
123000.0,20000,1,36
65894.0,10000,1,36
60000.0,12000,1,36
34000.0,11575,1,36
85000.0,20000,1,36
115000.0,15200,1,60
86000.0,20000,0,60
170000.0,28000,1,36
35000.0,10075,1,36
140000.0,28000,1,36
39200.0,6000,1,36
47800.0,8000,1,36
49500.0,14575,1,36
80000.0,20000,1,36
43200.0,18000,1,60
110000.0,16800,1,60
45000.0,4000,1,36
75000.0,16000,1,36
55000.0,22000,0,60
34750.0,5300,1,36
50960.0,7200,1,36
70000.0,18000,1,60
80000.0,35000,1,36
55000.0,2500,1,36
36000.0,6000,1,36
85200.0,12000,1,36
48000.0,3000,1,36
125000.0,24000,1,36
56000.0,25450,1,60
37000.0,6000,0,36
128000.0,18000,1,36
44000.0,15000,0,60
63500.0,12000,1,36
31231.0,15250,1,36
121000.0,17600,1,36
70000.0,30000,1,36
56000.0,6400,1,36
28176.0,1000,1,36
80000.0,10000,1,36
28000.0,1700,1,36
32200.0,11100,1,36
75000.0,14000,1,36
48000.0,12000,1,36
60000.0,19200,1,60
27000.0,6000,1,36
105000.0,12000,0,36
43000.0,8000,1,36
45000.0,9600,1,36
110000.0,17000,1,36
140000.0,32000,1,36
75996.0,16000,1,36
85000.0,6600,1,36
61000.0,18000,1,60
30000.0,5600,0,36
127000.0,6500,1,36
42642.0,6600,1,36
45000.0,12000,1,36
104500.0,18550,1,36
52000.0,12175,1,36
108000.0,15000,1,60
102500.0,6000,1,36
48000.0,21250,0,60
75000.0,15000,1,36
87000.0,18000,1,36
50000.0,11500,1,36
28000.0,7550,1,36
100000.0,5000,1,36
245000.0,18000,1,36
30368.0,5500,0,36
33400.0,6975,1,36
42000.0,12050,0,60
50000.0,17600,1,36
22000.0,11000,1,36
90000.0,10000,1,36
44000.0,22000,0,60
50000.0,4200,0,36
72150.0,12700,1,36
69000.0,17000,1,36
41000.0,16000,0,36
48000.0,21000,0,60
153000.0,25000,0,60
55000.0,13000,1,36
85000.0,30000,1,60
60000.0,11200,1,36
75800.0,2475,1,36
50650.0,2400,1,36
54000.0,12000,1,36
53000.0,17000,1,36
40000.0,8450,1,36
96000.0,15000,1,36
80000.0,10000,1,60
117000.0,9000,1,36
225000.0,30000,1,36
35000.0,12175,1,36
55000.0,8000,1,36
95000.0,28000,0,36
80000.0,15000,1,60
46000.0,15000,1,60
38000.0,15000,1,36
34000.0,18250,1,36
31200.0,2625,0,36
41000.0,4700,1,36
30000.0,7125,1,36
23355.0,8975,0,36
110000.0,15000,1,36
30000.0,13150,1,36
93000.0,3200,0,60
90000.0,35000,0,60
63000.0,9000,1,36
48000.0,17425,0,60
38268.0,3600,1,60
33400.0,11200,1,36
134803.0,21000,1,60
900000.0,25000,1,36
67000.0,12000,0,36
60000.0,19950,1,60
125000.0,35000,1,60
95000.0,6875,1,36
85000.0,15000,1,36
47000.0,21000,1,36
75000.0,2600,1,36
69000.0,8875,1,36
65000.0,4800,1,36
27900.0,5600,0,36
60000.0,11000,1,36
89000.0,2800,1,36
100000.0,15000,1,36
55000.0,18825,1,36
25000.0,9000,0,36
78000.0,21000,0,36
50000.0,8000,1,36
35000.0,13500,1,60
89000.0,18550,1,60
28000.0,1500,1,36
45000.0,6000,1,36
75000.0,17000,1,36
60000.0,20000,0,36
72000.0,10000,0,36
40000.0,5500,1,36
60000.0,25150,1,60
48700.0,14000,1,36
37500.0,6500,1,36
50000.0,16950,1,36
135000.0,23000,1,36
110000.0,32000,1,36
57000.0,14600,0,60
95500.0,15000,0,60
72500.0,19400,1,36
55000.0,7375,1,36
45000.0,6400,1,36
46062.0,20050,0,36
110000.0,9600,1,36
28000.0,1600,1,36
112123.0,7200,1,36
50000.0,4000,1,36
118000.0,16000,1,36
70000.0,22875,1,36
66750.0,17500,1,36
114640.0,33000,1,60
70000.0,30000,1,36
12000.0,2000,0,36
42000.0,15250,0,60
34620.0,15000,1,36
38000.0,2000,1,36
42000.0,5600,1,36
85000.0,22600,0,60
35500.0,12300,1,36
90000.0,22000,1,36
50000.0,7000,1,36
60000.0,26375,0,36
31560.0,6000,1,36
40000.0,5600,1,36
34200.0,11700,1,36
62000.0,6000,1,36
58000.0,10000,1,60
45000.0,10000,1,36
60000.0,25000,1,60
120000.0,30000,1,36
155000.0,15000,1,60
55500.0,20000,1,36
44000.0,12000,1,36
